Job Id,Experience,Qualifications,Job Posting Date,Preference,Job Title,Role,Job Description,skills,Company
2.81117E+14,3 to 10 Years,BCA,14-10-2022,Male,Customer Success Manager,Account Manager,"An Account Manager builds and maintains relationships with clients or customers, ensuring their needs are met and promoting products or services to drive revenue and growth.",Account management Customer relationship management Sales and negotiation Business development Client needs analysis,Carvana
6.96774E+14,3 to 13 Years,MBA,04-09-2022,Female,Social Worker,Child Welfare Worker,"Work with at-risk children and families, assess needs, provide support, and ensure child safety and well-being.",Child welfare policies and regulations Child protective services Child development Crisis intervention Case management Cultural competence Interviewing and assessment skills Court procedures Documentation Empathy Communication skills,Avis Budget Group
1.6284E+15,1 to 9 Years,M.Com,21-07-2023,Female,Project Manager,Agile Project Manager,"The Agile Project Manager leads Agile teams, facilitating effective project development and delivery. They use Agile methodologies to manage tasks, prioritize work, and adapt to changing requirements while fostering collaboration among team members.","Agile methodologies Scrum or Kanban Team collaboration Agile tools (e.g., Jira)",Deutsche Wohnen SE
2.47018E+15,4 to 10 Years,BCA,07-03-2022,Both,Electrical Engineer,Electronics Hardware Engineer,"Electronics Hardware Engineers develop and design electronic components and systems, from circuit boards to hardware prototypes, ensuring functionality and performance.",Electronics design PCB layout Embedded systems Circuit analysis Troubleshooting,Tullow Oil
1.75706E+15,4 to 8 Years,B.Com,20-08-2022,Both,Financial Advisor,Retirement Planner,"Retirement Planners assist clients in planning for retirement, including savings strategies, pension options, and retirement income planning.",Retirement planning Social security Investment products Tax planning Estate planning,MTU Aero Engines AG
1.27749E+15,4 to 14 Years,M.Com,27-06-2023,Female,Email Marketing Specialist,Marketing Automation Specialist,"Implement and manage marketing automation tools, workflows, and campaigns to streamline marketing efforts.","Marketing automation platforms (e.g., Marketo, Pardot) Lead nurturing Workflow automation CRM integration Analytics and reporting Email marketing Campaign optimization Marketing strategy Communication skills Problem-solving Attention to detail",J.M. Smucker
9.27471E+14,5 to 10 Years,BBA,05-02-2023,Female,Sales Representative,Account Executive,"Account Executives manage and grow relationships with existing clients or customers. They understand client needs, propose solutions, negotiate contracts, and ensure customer satisfaction, often working closely with sales and customer support teams.",Sales strategy and planning Account management Customer relationship management Solution selling Sales forecasting Contract negotiation Sales metrics and reporting,Bharti Airtel
2.8777E+15,1 to 14 Years,MBA,23-04-2023,Female,Account Executive,Advertising Account Executive,"An Advertising Account Executive works in advertising agencies, managing client accounts and overseeing the creation and execution of advertising campaigns.",Advertising and marketing knowledge Client relationship management Advertising campaign development Budget management Media planning and buying,Tractor Supply Company
3.00478E+15,2 to 9 Years,BCA,26-12-2022,Male,Back-End Developer,Server Developer,"A Server Developer specializes in developing and maintaining server-side applications and systems, ensuring efficient data processing and server functionality.","Server-side programming languages (e.g., Java, Python) Database management API development",Larsen & Toubro (L&T)
2.41079E+15,2 to 15 Years,MCA,07-03-2022,Both,Social Worker,Child Welfare Worker,"Work with at-risk children and families, assess needs, provide support, and ensure child safety and well-being.",Child welfare policies and regulations Child protective services Child development Crisis intervention Case management Cultural competence Interviewing and assessment skills Court procedures Documentation Empathy Communication skills,ODP
1.53803E+15,0 to 12 Years,BBA,15-09-2021,Male,Landscape Architect,Residential Landscape Designer,Create aesthetically pleasing and functional landscape designs for residential properties.,Landscape design Plant selection and care Hardscape design,CVS Health
2.32431E+15,4 to 12 Years,B.Tech,15-10-2022,Both,Office Manager,Facilities Manager,"Facilities Managers manage facilities and building operations. They oversee maintenance, security, and facility improvements to provide a safe and efficient working environment.",Facilities management Property maintenance Space planning Budget management Health and safety compliance Vendor management,Hikma Pharmaceuticals
8.22062E+14,3 to 12 Years,BA,25-08-2022,Both,Graphic Designer,UI/UX Designer,"UI/UX Designers focus on creating user-friendly and visually appealing interfaces for digital products. They conduct user research, design wireframes and prototypes, and collaborate with development teams to ensure a seamless and enjoyable user experience.","User interface (UI) design User experience (UX) design Wireframing and prototyping tools (e.g., Sketch, Figma) Usability testing Information architecture Interaction design Mobile and responsive design",Capital One Financial
8.14819E+14,4 to 11 Years,BA,13-01-2022,Female,Account Manager,Sales Account Manager,"A Sales Account Manager is responsible for building and maintaining relationships with clients, identifying their needs, and proposing tailored solutions to achieve sales targets.",Account management Sales strategy Negotiation and closing skills,Bayerische Motoren Werke AG (BMW)
1.41829E+15,2 to 10 Years,BCA,03-06-2022,Female,Teacher,Classroom Teacher,"A Classroom Teacher educates students in a specific subject or grade level. They create lesson plans, deliver instruction, assess student progress, and foster a positive learning environment.",Teaching pedagogy Classroom management Curriculum development Student assessment Differentiated instruction,Wesfarmers Limited
4.96406E+14,1 to 9 Years,B.Tech,24-02-2022,Both,Mechanical Designer,Product Designer,"Design and develop innovative products, from concept to production, ensuring usability, functionality, and aesthetics.","Product design principles Prototyping and wireframing User research User testing UI/UX design 3D modeling (if applicable) Collaboration Problem-solving Creativity Attention to detail Communication skills Software proficiency (e.g., Sketch, Adobe XD)",Altria Group
1.22829E+15,3 to 9 Years,PhD,25-01-2023,Female,HR Manager,HR Compliance Specialist,"An HR Compliance Specialist ensures adherence to employment laws and regulations, conducts audits, and provides guidance to maintain legal compliance within the organization.",Employment law knowledge Compliance management Auditing skills Employee relations Communication skills,Kingfisher plc
2.51773E+15,2 to 10 Years,BA,01-03-2022,Female,Art Teacher,Studio Art Teacher,"A Studio Art Teacher instructs students in studio art practices, providing hands-on guidance in creating art and fostering artistic expression and skill development.",Art instruction Classroom management Art techniques Lesson planning Student assessment,Carrier Global
7.40749E+13,5 to 14 Years,PhD,29-06-2023,Both,Executive Assistant,Office Manager,"Office Managers oversee daily office operations, including supervising staff, managing facilities, and ensuring efficient workflow. They may also handle budgeting, resource allocation, and office policies.",Office administration and management Budgeting and expense tracking Team coordination and supervision Facility management Vendor and supplier relations,"Facebook, Inc. (now Meta Platforms, Inc.)"
5.65475E+14,3 to 11 Years,M.Com,31-08-2023,Female,Database Administrator,Database Security Specialist,A Database Security Specialist focuses on protecting databases from unauthorized access and data breaches. They implement security measures and ensure compliance with regulations.,Database security measures Data encryption and access control Security compliance Vulnerability assessment Database auditing and monitoring,China Telecom
3.01306E+15,2 to 12 Years,M.Com,19-08-2023,Female,Sales Representative,Inside Sales Representative,"Inside Sales Representatives are responsible for selling products or services to customers over the phone or through online channels. They engage with leads, answer customer inquiries, and use persuasive communication to close sales and meet revenue targets.","Sales prospecting and lead generation Sales presentation and communication CRM software (e.g., Salesforce) Sales negotiation and closing techniques Product knowledge Relationship building",Suncorp Group
1.25126E+15,3 to 12 Years,B.Com,29-11-2021,Male,Database Administrator,Database Developer,"A Database Developer designs, develops, and maintains databases. They create efficient data structures, write queries, and ensure data security and integrity.","Database design and development SQL and database querying Data modeling Programming languages (e.g., Java, Python) Data security and privacy regulations knowledge",Macquarie Group
1.12751E+15,5 to 14 Years,B.Tech,02-08-2023,Both,Speech Therapist,Speech Pathologist,"Speech Pathologists diagnose and treat speech, language, and swallowing disorders in patients of all ages. They develop personalized treatment plans to improve communication.",Speech pathology Articulation therapy Language disorders Speech assessment Therapy planning Communication skills,Fortune Brands Innovations
2.52579E+15,3 to 15 Years,BCA,15-08-2023,Male,Systems Analyst,IT Analyst,"An IT Analyst assesses and analyzes IT systems, identifying areas for improvement, implementing technology solutions, and providing technical support to users and departments.",IT systems analysis Troubleshooting IT support and documentation,L&T Finance Holdings
1.48343E+15,4 to 12 Years,B.Com,25-10-2022,Male,Front-End Engineer,UI/UX Front-End Developer,"UI/UX Front-End Developers focus on creating user-friendly and visually appealing interfaces for web and mobile applications. They work on user experience design, responsive layouts, and front-end development to optimize user interactions.",UI/UX design Frontend web development Wireframing and prototyping User research Accessibility standards Responsive design Collaboration skills,Seaboard
1.30594E+15,3 to 11 Years,BA,25-10-2021,Male,UX/UI Designer,Interaction Designer,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,Verizon Communications
1.19725E+15,1 to 14 Years,BCA,26-05-2023,Female,Accountant,Financial Accountant,"Financial Accountants handle financial records, prepare financial statements, and ensure compliance with accounting standards. They analyze financial data to provide accurate financial reports and support decision-making within the organization.","Financial reporting Accounting software (e.g., QuickBooks) Auditing GAAP knowledge",PulteGroup
1.35185E+15,0 to 8 Years,BCA,21-01-2023,Both,Product Designer,Industrial Designer,"An Industrial Designer creates and improves product designs, focusing on aesthetics, functionality, and user experience to produce innovative and marketable products.",Industrial design principles CAD and 3D modeling Prototyping and testing,National Australia Bank (NAB)
1.88845E+15,4 to 10 Years,PhD,07-09-2023,Both,Litigation Attorney,Family Law Attorney,"Family Law Attorneys deal with legal matters related to family relationships. They handle cases like divorce, child custody, adoption, and domestic disputes to provide legal guidance.",Family law Divorce proceedings Child custody Mediation Legal counseling Court representation,Drax Group
1.68554E+15,5 to 9 Years,B.Com,04-06-2022,Male,Family Lawyer,Child Custody Lawyer,"Child Custody Lawyers specialize in family law, focusing on cases related to child custody and visitation rights. They represent clients in court, provide legal counsel, and advocate for the best interests of children in custody disputes.",Child custody law Family law Legal advocacy Negotiation Court representation Legal research Client counseling Case preparation,Eversource Energy
1.60561E+15,5 to 12 Years,M.Com,28-04-2023,Female,Registered Nurse,Clinical Nurse Specialist,"A Clinical Nurse Specialist is an advanced practice nurse who specializes in specific patient populations or clinical areas, providing expert care and contributing to improved patient outcomes.","Clinical nursing specialization (e.g., critical care, oncology) Advanced nursing skills Patient education",Ryder System
1.61517E+15,4 to 14 Years,M.Tech,17-04-2022,Both,Key Account Manager,Strategic Account Manager,"Strategic Account Managers nurture relationships with key clients. They develop account strategies, address client needs, and seek opportunities for business growth and expansion.",Account management Client relationship Sales strategy Business development Negotiation skills,Petrofac
2.60756E+15,3 to 9 Years,BBA,12-11-2022,Both,Market Research Analyst,Market Research Coordinator,"A Market Research Coordinator supports market research initiatives by organizing and managing research projects, data collection, and analysis efforts.",Market research coordination Survey design and administration Data analysis,Mondelez International
9.9731E+14,1 to 14 Years,M.Tech,05-10-2021,Female,UX/UI Designer,User Interface Designer,"User Interface Designers focus on the visual and interactive aspects of digital interfaces. They design layouts, buttons, and other elements to ensure a cohesive and visually appealing user interface.","UI design principles and best practices Graphic design tools (e.g., Adobe Photoshop, Illustrator) Typography and color theory Visual design and layout Responsive design",Unum Group
2.77466E+15,1 to 11 Years,BCA,30-05-2022,Female,Art Director,Visual Designer,"Visual Designers create visual content, including graphics, illustrations, and layouts, to convey messages and enhance brand identity.",Graphic design Typography User interface (UI) design Adobe Creative Suite proficiency Branding and visual identity creation,World Fuel Services
1.96369E+14,1 to 14 Years,PhD,30-08-2023,Male,Financial Planner,Tax Planner,"Assist clients with tax planning, minimize tax liabilities, and stay up-to-date with tax laws and regulations.",Tax planning strategies Tax law knowledge Financial analysis Retirement planning Estate planning Client relationship management Tax optimization Communication skills Attention to detail Tax software proficiency Regulatory compliance,"Dunkin'Brands Group, Inc."
1.10648E+14,4 to 13 Years,BA,24-02-2023,Male,Research Analyst,Social Science Researcher,"A Social Science Researcher conducts research in fields such as sociology, psychology, or anthropology to study human behavior and social phenomena, contributing to academic knowledge.","Social science research methods Qualitative and quantitative data analysis Survey design and implementation Ethnographic research Interviewing skills Research ethics Statistical software (e.g., Stata, NVivo) Report writing Communication skills Critical thinking Empathy",China Mobile
2.92423E+15,0 to 12 Years,M.Tech,07-04-2022,Male,Wedding Planner,Wedding Consultant,"A Wedding Consultant assists couples in planning and coordinating their weddings, helping them with vendor selection, budget management, and ensuring a seamless wedding day experience.",Wedding planning Vendor coordination Event management,Carrier Global
2.54629E+15,1 to 9 Years,M.Com,23-07-2023,Male,Technical Writer,Instructional Designer,Instructional Designers develop educational materials and curricula. They design engaging and effective learning experiences for students or employees.,Instructional design eLearning tools Curriculum development Multimedia design Learning theory knowledge,"Facebook, Inc. (now Meta Platforms, Inc.)"
2.58706E+15,2 to 15 Years,BCA,03-12-2022,Male,Paralegal,Real Estate Paralegal,"Assist in real estate transactions, including title searches, closings, and contract preparation.",Real estate transactions Title searches Closing processes Deed preparation Contract review Communication with real estate professionals Attention to detail Real estate terminology Technology proficiency Legal software proficiency Legal research skills,Escorts Limited
7.69599E+14,4 to 13 Years,M.Com,27-05-2022,Male,Substance Abuse Counselor,Recovery Coach,"A Recovery Coach offers guidance and support to individuals in addiction recovery, aiding in their journey toward sobriety and helping them build a stable and fulfilling life.",Addiction recovery support Motivational interviewing Relapse prevention strategies,Exxon Mobil
2.79034E+15,0 to 9 Years,B.Tech,28-05-2022,Both,Copywriter,Technical Copywriter,"Technical Copywriters create content that explains complex technical concepts in a clear and accessible manner. They often write user manuals, product documentation, and technical guides to assist users and customers.",Technical writing Documentation User manuals Technical specifications Industry-specific terminology Research skills,Rockwell Automation
1.30013E+15,3 to 15 Years,M.Com,10-03-2022,Both,Customer Support Specialist,Technical Support Specialist,"Technical Support Specialists assist customers or end-users with technical issues related to products or services. They provide troubleshooting, resolve problems, and offer technical guidance through various communication channels, ensuring customer satisfaction.","Technical troubleshooting Customer support tools (e.g., Zendesk, Freshdesk) Communication skills Problem-solving and critical thinking Ticket management Knowledge base creation",Carnival Corporation & plc
2.03769E+15,2 to 15 Years,BBA,18-06-2023,Both,Social Media Coordinator,Content Creator,"Create engaging and relevant content, such as articles, videos, or social media posts, to promote brands or products.","Content creation (e.g., writing, editing, graphic design, video production) Content marketing Social media management SEO optimization Creative storytelling Audience engagement Analytics and reporting Adaptability Communication skills Creativity",O'Reilly Automotive
1.91433E+15,4 to 11 Years,MCA,03-08-2022,Female,Systems Administrator,Database Administrator,"Database Administrators manage databases, ensuring data integrity, security, and efficient performance. They design, implement, and maintain databases while troubleshooting issues.","Database management systems (e.g., MySQL, Oracle, SQL Server) Data security Database tuning and optimization Backup and recovery",AES
1.26905E+15,1 to 15 Years,BCA,24-05-2023,Male,Psychologist,Research Psychologist,"Research Psychologists conduct psychological research to advance the fields understanding. They design studies, collect data, and analyze results to inform scientific knowledge.",Research methodology Data analysis Psychological studies Writing research reports Critical thinking,Playtech
6.19262E+14,0 to 10 Years,BBA,01-08-2022,Female,Business Development Manager,Sales Manager,"A Sales Manager leads and guides the sales team, sets sales targets, develops sales strategies, and monitors performance to achieve revenue and growth objectives.",Sales management Sales strategy development Team leadership,Brambles Limited
1.44888E+15,4 to 13 Years,MBA,17-03-2023,Female,Electrical Designer,PCB Designer,"PCB Designers specialize in designing printed circuit boards (PCBs). They create PCB layouts, ensure proper connectivity, and consider electrical and mechanical requirements.",PCB design Electronics PCB layout software proficiency Circuit design Quality control,Weir Group
8.16331E+13,4 to 15 Years,MBA,13-04-2023,Male,Content Writer,Technical Writer,"Technical Writers specialize in creating user-friendly documentation and manuals for technical products and services. They translate complex technical information into accessible, understandable content.",Technical documentation Technical knowledge Writing skills Editing User manuals,Avenue Supermarts (DMart)
1.06666E+15,4 to 10 Years,B.Com,13-04-2023,Both,Legal Advisor,Corporate Counsel,"As a Corporate Counsel, you will focus on legal matters related to corporate governance, mergers and acquisitions, and corporate compliance. You will draft and review corporate documents, oversee compliance programs, and handle complex legal negotiations. Your role includes managing legal relationships with external partners and providing strategic legal guidance to the company.",Corporate law Compliance Mergers and acquisitions Corporate governance Contract drafting Risk management Legal strategy Due diligence,NRG Energy
5.49809E+14,5 to 14 Years,M.Com,17-09-2022,Both,Graphic Designer,UI/UX Designer,"UI/UX Designers focus on creating user-friendly and visually appealing interfaces for digital products. They conduct user research, design wireframes and prototypes, and collaborate with development teams to ensure a seamless and enjoyable user experience.","User interface (UI) design User experience (UX) design Wireframing and prototyping tools (e.g., Sketch, Figma) Usability testing Information architecture Interaction design Mobile and responsive design",Beacon Roofing Supply
7.49715E+14,1 to 11 Years,M.Tech,14-10-2022,Both,Civil Engineer,Water Resources Engineer,"A Water Resources Engineer manages and develops water-related projects, such as dams, irrigation systems, and flood control measures, to ensure water resource sustainability.",Water resources engineering Hydrology and hydraulics Environmental impact assessment Water resource modeling software Watershed management,Rockwell Automation
1.45784E+15,5 to 14 Years,BBA,03-09-2023,Female,Marketing Coordinator,Marketing Specialist,"Marketing Specialists develop and implement marketing campaigns, analyze market trends, and promote products or services to target audiences.",Market research and analysis Content creation and copywriting Social media management SEO and digital marketing Marketing automation tools proficiency,Viatris
9.65633E+14,3 to 11 Years,M.Tech,21-04-2022,Both,Mechanical Designer,CAD Technician,Create and modify technical drawings using computer-aided design (CAD) software for various engineering projects.,Computer-aided design (CAD) software Technical drawing Blueprint interpretation Drafting standards Engineering principles Collaboration with engineers Problem-solving Attention to detail Communication skills 3D modeling (if applicable),Southern
2.06552E+15,4 to 14 Years,B.Tech,30-06-2023,Both,Business Development Manager,Market Expansion Manager,"A Market Expansion Manager strategizes and executes plans to expand the companys presence in new markets, identifying growth opportunities and optimizing market penetration.",Market expansion strategies Market research Sales planning and execution,Kingfisher plc
2.94934E+15,1 to 11 Years,M.Com,01-03-2023,Both,Physical Therapist,Orthopedic Physical Therapist,"Provide physical therapy services to patients with orthopedic conditions, rehabilitate injuries, and improve mobility.",Orthopedic assessment and treatment Rehabilitation exercises Patient education,"The Goldman Sachs Group, Inc."
1.53599E+15,2 to 13 Years,M.Tech,12-11-2021,Both,Software Tester,Quality Assurance Analyst,"A Quality Assurance Analyst tests software and products to ensure they meet quality standards. They identify defects, report issues, and work with development teams to resolve problems.","Quality assurance processes Testing methodologies (e.g., manual, automated) Bug tracking and reporting Test case development Regression testing",Asian Paints
2.27427E+15,5 to 9 Years,BBA,14-06-2022,Female,Software Engineer,Backend Developer,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)",HDFC Ltd
2.5868E+15,5 to 11 Years,BBA,26-03-2022,Both,Art Director,Creative Director,"Creative Directors lead creative teams in developing visual and conceptual designs for various media, ensuring brand consistency and artistic quality.",Creative leadership Art direction Concept development Visual design Advertising and marketing expertise,Deutsche Wohnen SE
1.49927E+15,3 to 15 Years,PhD,31-12-2022,Both,Network Engineer,Network Administrator,"Network Administrators manage an organizations computer networks. They configure, monitor, and maintain network infrastructure, ensuring optimal performance and security.","Network management Troubleshooting Network security IT certifications (e.g., CCNA)",Reinsurance Group of America
3.07997E+15,0 to 8 Years,BA,01-06-2022,Male,Back-End Developer,Server Developer,"A Server Developer specializes in developing and maintaining server-side applications and systems, ensuring efficient data processing and server functionality.","Server-side programming languages (e.g., Java, Python) Database management API development","The Vanguard Group, Inc."
2.41247E+15,4 to 14 Years,BCA,30-04-2023,Female,Art Teacher,Studio Art Teacher,"A Studio Art Teacher instructs students in studio art practices, providing hands-on guidance in creating art and fostering artistic expression and skill development.",Art instruction Classroom management Art techniques Lesson planning Student assessment,Suncorp Group
2.08167E+15,1 to 9 Years,MBA,24-04-2022,Male,Architect,Architectural Designer,"Architectural Designers create architectural plans and designs for buildings and structures, considering aesthetics, functionality, and safety standards.","Architectural design software (e.g., AutoCAD, Revit) Building codes and regulations 3D modeling Visualization Sustainable design",Insurance Australia Group (IAG)
2.73072E+15,3 to 12 Years,BBA,14-01-2022,Both,Brand Ambassador,Brand Promoter,"Brand Promoters are responsible for promoting a companys brand or products. They engage with the target audience, create marketing strategies, and build brand awareness.",Brand promotion Marketing knowledge Communication skills Sales techniques Product knowledge,Tyson Foods
1.69151E+14,3 to 9 Years,MBA,20-09-2021,Both,SEO Analyst,SEO Content Strategist,"As an SEO Content Strategist, your primary responsibility is to develop and execute content strategies that enhance our online presence. You will conduct keyword research, optimize website content, and collaborate with the marketing team to improve search engine rankings and drive organic traffic. Your role involves staying updated with SEO trends and implementing best practices to boost our websites visibility and engagement.",SEO (Search Engine Optimization) Content strategy Keyword research Content optimization Content planning Analytics and reporting,VF
1.80613E+15,1 to 14 Years,BBA,11-11-2021,Both,Back-End Developer,API Developer,An API Developer creates and maintains application programming interfaces (APIs) that enable data exchange between different software applications or systems.,"API design and development RESTful API knowledge Security protocols (OAuth, JWT)",Honeywell International
4.99758E+13,0 to 10 Years,MBA,05-09-2022,Female,Account Executive,Sales Account Executive,"A Sales Account Executive is responsible for acquiring and managing business accounts. They identify sales opportunities, negotiate contracts, and meet revenue targets.",Sales strategies and tactics Account management Relationship building Sales forecasting Industry and product knowledge,Coal India Limited
1.16727E+15,0 to 8 Years,M.Com,23-05-2023,Female,UI Developer,Front-End Developer,A Front-End Developer specializes in creating the user interface and user experience of websites or applications. They code and design elements that users interact with directly.,"Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility",Southwest Airlines
2.71008E+15,1 to 10 Years,M.Tech,02-10-2022,Both,Financial Controller,Accounting Controller,"Accounting Controllers manage an organizations accounting and financial reporting functions. They ensure accurate financial records, compliance with accounting standards, and timely financial reporting to support informed decision-making.","Accounting Financial reporting Financial audits Tax compliance Accounting software (e.g., SAP, Oracle) GAAP (Generally Accepted Accounting Principles)",Masco
2.98116E+14,2 to 10 Years,B.Tech,07-11-2022,Male,Network Technician,Network Support Specialist,"Network Support Specialists provide technical support for computer networks. They troubleshoot issues, maintain network infrastructure, and ensure reliable network performance.",Network troubleshooting IT support Network configuration Technical knowledge Problem-solving,Costco Wholesale
2.78683E+15,2 to 14 Years,BBA,27-06-2023,Both,Network Administrator,Systems Administrator,"Manage and maintain an organizations IT infrastructure, including servers, hardware, and software systems.","System administration Server maintenance Active Directory Backup and recovery Cloud computing (e.g., AWS, Azure) Troubleshooting IT security best practices Collaboration Problem-solving Attention to detail Communication skills Technical knowledge",EMCOR Group
1.88452E+15,0 to 12 Years,PhD,21-07-2023,Both,Web Designer,Frontend Web Designer,"Frontend Web Designers create the visual elements and user interfaces of websites. They use HTML, CSS, and JavaScript to design responsive, user-friendly web pages, ensuring a seamless and visually appealing online experience.",Frontend web development HTML/CSS Responsive design User interface (UI) design Adobe Creative Suite Collaboration skills,Coal India Limited
9.92304E+14,5 to 15 Years,MBA,04-06-2023,Female,Aerospace Engineer,Aircraft Design Engineer,"Aircraft Design Engineers design and develop aircraft systems and structures. They work on aircraft components, propulsion systems, and aerodynamics to ensure safety and efficiency.","Aerospace engineering CAD software (e.g., AutoCAD) Aerodynamics Structural analysis Aircraft systems Safety regulations",Tesla
5.74565E+14,4 to 15 Years,BCA,28-11-2022,Female,Marketing Coordinator,Marketing Specialist,"Marketing Specialists develop and implement marketing campaigns, analyze market trends, and promote products or services to target audiences.",Market research and analysis Content creation and copywriting Social media management SEO and digital marketing Marketing automation tools proficiency,Mirvac Group
1.33358E+15,4 to 11 Years,PhD,29-04-2022,Female,Wedding Planner,Wedding Designer,"A Wedding Designer specializes in creating visually appealing wedding designs and décor, transforming wedding venues into beautiful and memorable spaces.",Wedding design concepts Decor selection and arrangement Creative flair,Aristocrat Leisure
2.73093E+15,3 to 12 Years,BCA,17-08-2022,Male,Sales Manager,Key Account Manager,"Manage key client accounts, build strong relationships, and drive revenue growth.",Key account management Relationship building Sales negotiation,Arrow Electronics
6.01469E+14,5 to 13 Years,B.Tech,24-03-2022,Male,Physician Assistant,Surgical Physician Assistant,"Assist surgeons in the operating room, perform pre- and post-operative care, and collaborate on surgical procedures.",Surgical procedures and techniques Operating room protocols Anesthesia management,Biogen
1.61564E+15,4 to 8 Years,B.Tech,09-08-2022,Both,UX/UI Designer,Interaction Designer,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,Procter & Gamble
1.63184E+15,0 to 14 Years,MBA,07-02-2023,Male,Quality Assurance Analyst,QA Tester,"QA Testers assess software and applications for defects and quality issues. They conduct testing procedures, report bugs, and work with development teams to ensure the delivery of high-quality software products.","Test planning and strategy Test case design and execution Defect reporting and tracking Test automation tools (e.g., Selenium, Appium) Regression testing",Kyndryl Holdings
6.29565E+13,4 to 13 Years,MBA,28-02-2022,Both,Software Architect,Solution Architect,"A Solution Architect designs and develops effective solutions for complex business problems, leveraging technology and aligning them with the organizations goals and objectives.",Solution design Technical architecture Cloud computing and software development knowledge,Bank of America
1.78035E+15,0 to 9 Years,PhD,28-06-2022,Female,Network Analyst,Network Performance Analyst,"Network Performance Analysts monitor and optimize network performance. They collect and analyze network data, identify issues, and implement solutions to enhance network speed, reliability, and efficiency.","Network performance analysis Network monitoring tools (e.g., Wireshark) Troubleshooting Capacity planning Data analysis Network protocols",Polaris
6.69127E+14,2 to 8 Years,M.Com,21-05-2022,Both,Event Planner,Corporate Event Planner,"Corporate Event Planners organize business-related events such as seminars, conferences, and product launches, ensuring they meet corporate goals and standards.",Corporate event planning Corporate branding Corporate communication Audiovisual equipment Crisis management,Estée Lauder
9.623E+14,4 to 12 Years,MCA,18-12-2022,Female,Customer Service Manager,Customer Support Manager,"Customer Support Managers oversee a team of customer support representatives. They set performance goals, resolve complex customer issues, and develop strategies to improve customer satisfaction and the efficiency of support operations.",Customer support Team leadership Customer satisfaction Issue resolution Performance metrics Training and development,American Airlines Group
1.17265E+15,2 to 10 Years,M.Com,15-03-2023,Male,Nurse Practitioner,Family Nurse Practitioner,"Family Nurse Practitioners specialize in family-centered healthcare, providing comprehensive medical care to individuals of all ages within a family context.",Family medicine Health assessment Pediatric care Chronic disease management Patient education,Discover Financial Services
1.40297E+15,1 to 10 Years,B.Tech,22-07-2023,Both,SEO Specialist,Content SEO Strategist,"Content SEO Strategists create SEO strategies specifically for content, focusing on keyword integration, content quality, and user engagement to boost organic traffic.",Content strategy SEO content optimization Content marketing Keyword mapping Analytics,PulteGroup
1.90093E+15,0 to 8 Years,BCA,20-01-2022,Both,Chemical Analyst,Research Chemist,"As a Research Chemist, you will engage in scientific research and experimentation to discover and develop new chemical compounds or processes. Your work may involve designing experiments, analyzing data, and publishing research findings. Your role contributes to the advancement of scientific knowledge and may have applications in various industries.",Research chemistry Experimental design Data interpretation Chemical synthesis Research protocols Scientific writing Problem-solving skills,Lowe's
2.56621E+15,0 to 12 Years,B.Tech,07-12-2021,Male,Process Engineer,Industrial Engineer,"Industrial Engineers focus on improving efficiency and productivity in various industries. They analyze processes, design systems, and implement solutions to streamline operations, reduce costs, and enhance quality.",Industrial engineering Process optimization Lean manufacturing Quality control Data analysis Workflow design,Southern
1.69587E+15,5 to 15 Years,BA,08-09-2023,Both,Occupational Therapist,Geriatric Occupational Therapist,A Geriatric Occupational Therapist works with elderly individuals to address age-related health issues and maintain independence and quality of life.,"Geriatric assessment and evaluation Geriatric-specific occupational therapy techniques Aging-related conditions (e.g., dementia, arthritis) Fall prevention strategies Care coordination with healthcare teams Assistive technology for seniors Patient advocacy Empathy and compassion Communication skills",Quanta Services
2.69278E+15,3 to 13 Years,BCA,10-07-2023,Female,Administrative Assistant,Executive Assistant,"Support high-level executives by managing schedules, coordinating meetings, and handling various administrative tasks.","Calendar management Travel coordination Meeting scheduling Correspondence and communication Office organization Confidentiality Time management Problem-solving Attention to detail Communication skills Technology proficiency (e.g., MS Office)",Netflix
2.71071E+15,5 to 9 Years,BCA,16-05-2023,Female,Mechanical Engineer,Manufacturing Engineer,"Manufacturing Engineers optimize manufacturing processes, improve production efficiency, and ensure product quality in manufacturing environments.",Manufacturing processes knowledge CAD/CAM software proficiency Lean manufacturing principles Quality control and assurance Six Sigma certification,Molson Coors Beverage
